session_id,entity_id,entity_type,timestamp,resource_accessed,source_ip,label,predicted_label,anomaly_score,rationale
794b242a-5a5,user_0109,user,2026-06-28 08:00:48,file_share_eng,136.125.84.136,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999995,"Flagged due to: distinct accounts from same source IP (1h) (10.0 accounts, SHAP +3.07); unrecognized device fingerprint (SHAP +1.53); authentication failed (SHAP +0.90)"
c50232e8-b60,user_0030,user,2026-06-07 20:01:32,db_analytics,153.254.130.0,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999995,"Flagged due to: distinct accounts from same source IP (1h) (5.0 accounts, SHAP +3.05); unrecognized device fingerprint (SHAP +1.52); authentication failed (SHAP +0.90)"
6aac915c-37b,user_0104,user,2026-06-28 08:00:34,admin_panel_iam,52.37.136.109,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999995,"Flagged due to: distinct accounts from same source IP (1h) (6.0 accounts, SHAP +3.11); unrecognized device fingerprint (SHAP +1.52); authentication failed (SHAP +0.94)"
c3ca8b2e-8d4,user_0078,user,2026-06-11 05:00:39,port_22_ssh,108.226.40.127,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999995,"Flagged due to: distinct accounts from same source IP (1h) (11.0 accounts, SHAP +3.73); unrecognized device fingerprint (SHAP +1.55); authentication failed (SHAP +1.04)"
a027c6db-ef9,user_0044,user,2026-06-01 06:01:40,file_share_hr,12.75.29.28,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999995,"Flagged due to: distinct accounts from same source IP (1h) (13.0 accounts, SHAP +3.06); unrecognized device fingerprint (SHAP +1.52); authentication failed (SHAP +0.92)"
a4adfdb4-401,user_0088,user,2026-06-28 08:00:24,email_server,52.37.136.109,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999995,"Flagged due to: distinct accounts from same source IP (1h) (3.0 accounts, SHAP +3.11); unrecognized device fingerprint (SHAP +1.55); authentication failed (SHAP +0.93)"
90d6a397-83b,svc_005,service_account,2026-05-15 05:01:24,port_445_smb,192.243.201.170,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999995,"Flagged due to: distinct accounts from same source IP (1h) (5.0 accounts, SHAP +2.93); unrecognized device fingerprint (SHAP +1.54); deviation from entity's typical session length (-3.4 std devs, SHAP +0.90)"
b5397447-f29,user_0029,user,2026-05-15 05:01:33,port_22_ssh,192.243.201.170,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999995,"Flagged due to: distinct accounts from same source IP (1h) (6.0 accounts, SHAP +3.11); unrecognized device fingerprint (SHAP +1.52); authentication failed (SHAP +0.93)"
c9415ed5-7c1,user_0099,user,2026-06-28 08:01:21,port_445_smb,201.117.230.59,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999995,"Flagged due to: distinct accounts from same source IP (1h) (7.0 accounts, SHAP +2.98); unrecognized device fingerprint (SHAP +1.52); authentication failed (SHAP +0.84)"
3dd3a6fc-505,svc_015,service_account,2026-05-22 16:00:50,api_gateway_orders,37.66.247.167,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999995,"Flagged due to: distinct accounts from same source IP (1h) (3.0 accounts, SHAP +2.90); unrecognized device fingerprint (SHAP +1.55); authentication failed (SHAP +0.93)"
5985174f-4f3,user_0060,user,2026-06-11 06:01:26,source_repo_backend,126.78.46.155,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999995,"Flagged due to: distinct accounts from same source IP (1h) (12.0 accounts, SHAP +3.24); unrecognized device fingerprint (SHAP +1.50); authentication failed (SHAP +0.97)"
c02a9d2c-cd5,user_0116,user,2026-06-06 02:00:32,db_prod_customers,173.37.155.141,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999995,"Flagged due to: distinct accounts from same source IP (1h) (9.0 accounts, SHAP +3.03); unrecognized device fingerprint (SHAP +1.53); authentication failed (SHAP +0.91)"
cd8e2665-523,user_0035,user,2026-06-11 06:01:04,api_gateway_orders,137.126.67.157,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999995,"Flagged due to: distinct accounts from same source IP (1h) (9.0 accounts, SHAP +3.16); unrecognized device fingerprint (SHAP +1.51); authentication failed (SHAP +0.94)"
c0a07cef-52c,svc_004,service_account,2026-06-01 06:00:36,port_22_ssh,199.31.235.103,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999995,"Flagged due to: distinct accounts from same source IP (1h) (2.0 accounts, SHAP +2.86); unrecognized device fingerprint (SHAP +1.55); deviation from entity's typical session length (-3.2 std devs, SHAP +0.90)"
c0d14e54-5ba,svc_021,service_account,2026-06-01 06:00:42,file_share_finance,80.61.198.240,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999995,"Flagged due to: distinct accounts from same source IP (1h) (2.0 accounts, SHAP +2.90); unrecognized device fingerprint (SHAP +1.53); deviation from entity's typical session length (-4.2 std devs, SHAP +0.91)"
52fd9d21-478,svc_003,service_account,2026-06-11 06:01:06,print_server,126.78.46.155,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999995,"Flagged due to: distinct accounts from same source IP (1h) (8.0 accounts, SHAP +2.98); unrecognized device fingerprint (SHAP +1.54); deviation from entity's typical session length (-4.3 std devs, SHAP +0.85)"
40593e60-564,user_0116,user,2026-05-12 02:00:42,device_fn_telemetry_push,122.192.53.121,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999995,"Flagged due to: distinct accounts from same source IP (1h) (10.0 accounts, SHAP +3.10); unrecognized device fingerprint (SHAP +1.51); authentication failed (SHAP +0.93)"
d3e901f9-7af,user_0072,user,2026-06-11 05:03:10,ticketing_system,108.11.173.177,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999995,"Flagged due to: distinct accounts from same source IP (1h) (19.0 accounts, SHAP +3.11); unrecognized device fingerprint (SHAP +1.56); authentication failed (SHAP +0.98)"
7a00f1ef-4b8,user_0058,user,2026-06-06 02:00:20,vpn_gateway_2,173.37.155.141,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999995,"Flagged due to: distinct accounts from same source IP (1h) (4.0 accounts, SHAP +3.08); unrecognized device fingerprint (SHAP +1.52); authentication failed (SHAP +0.91)"
ef79773b-993,svc_024,service_account,2026-06-06 02:00:20,port_445_smb,173.37.155.141,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999995,"Flagged due to: distinct accounts from same source IP (1h) (6.0 accounts, SHAP +3.04); unrecognized device fingerprint (SHAP +1.55); authentication failed (SHAP +0.91)"
a84a6e1d-91c,svc_004,service_account,2026-06-11 11:00:18,vpn_gateway_1,205.178.40.45,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999995,"Flagged due to: distinct accounts from same source IP (1h) (2.0 accounts, SHAP +2.83); unrecognized device fingerprint (SHAP +1.55); deviation from entity's typical session length (-3.4 std devs, SHAP +0.89)"
825a03aa-710,svc_019,service_account,2026-06-11 06:00:27,file_share_eng,137.126.67.157,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999995,"Flagged due to: distinct accounts from same source IP (1h) (7.0 accounts, SHAP +2.89); unrecognized device fingerprint (SHAP +1.53); authentication failed (SHAP +0.84)"
7a65f324-9f7,svc_003,service_account,2026-06-06 02:00:46,db_prod_orders,165.11.144.157,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999995,"Flagged due to: distinct accounts from same source IP (1h) (6.0 accounts, SHAP +2.92); unrecognized device fingerprint (SHAP +1.54); deviation from entity's typical session length (-4.1 std devs, SHAP +0.90)"
b97ce5ef-f18,svc_018,service_account,2026-06-11 11:00:10,device_fn_firmware_update,132.194.134.75,anomaly_credential_stuffing,anomaly_credential_stuffing,0.9999995,"Flagged due to: distinct accounts from same source IP (1h) (2.0 accounts, SHAP +2.86); unrecognized device fingerprint (SHAP +1.54); deviation from entity's typical session length (-3.2 std devs, SHAP +0.92)"
586723d6-ea0,user_0111,user,2026-06-28 08:00:40,file_share_hr,52.37.136.109,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999946,"Flagged due to: distinct accounts from same source IP (1h) (9.0 accounts, SHAP +3.14); unrecognized device fingerprint (SHAP +1.56); authentication failed (SHAP +0.94)"
eabe9c66-bcc,user_0058,user,2026-05-15 05:00:07,port_22_ssh,217.91.84.47,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999946,"Flagged due to: distinct accounts from same source IP (1h) (2.0 accounts, SHAP +3.33); unrecognized device fingerprint (SHAP +1.51); authentication failed (SHAP +1.02)"
bfa9cc9e-39c,user_0032,user,2026-06-28 08:00:50,vpn_gateway_1,136.125.84.136,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999946,"Flagged due to: distinct accounts from same source IP (1h) (11.0 accounts, SHAP +3.22); unrecognized device fingerprint (SHAP +1.54); authentication failed (SHAP +1.03)"
afd53242-6a5,svc_013,service_account,2026-05-15 05:00:23,ticketing_system,205.152.9.134,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999946,"Flagged due to: distinct accounts from same source IP (1h) (3.0 accounts, SHAP +2.94); unrecognized device fingerprint (SHAP +1.53); authentication failed (SHAP +0.89)"
53730ead-27f,svc_006,service_account,2026-05-15 05:01:36,admin_panel_iam,205.152.9.134,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999946,"Flagged due to: distinct accounts from same source IP (1h) (7.0 accounts, SHAP +3.08); unrecognized device fingerprint (SHAP +1.52); authentication failed (SHAP +0.91)"
7efdc465-43f,user_0116,user,2026-06-01 06:00:26,email_server,149.52.253.24,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999946,"Flagged due to: distinct accounts from same source IP (1h) (2.0 accounts, SHAP +3.10); unrecognized device fingerprint (SHAP +1.52); authentication failed (SHAP +0.91)"
03a43faf-df1,svc_009,service_account,2026-05-26 22:00:50,port_3389_rdp,147.198.153.227,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999946,"Flagged due to: distinct accounts from same source IP (1h) (6.0 accounts, SHAP +3.04); unrecognized device fingerprint (SHAP +1.55); authentication failed (SHAP +0.92)"
cff3cc2c-6e0,svc_014,service_account,2026-06-11 06:01:10,db_prod_orders,126.78.46.155,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999946,"Flagged due to: distinct accounts from same source IP (1h) (10.0 accounts, SHAP +3.73); unrecognized device fingerprint (SHAP +1.57); authentication failed (SHAP +1.02)"
abf7a46e-c2d,user_0018,user,2026-06-11 05:00:36,db_prod_orders,108.226.40.127,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999946,"Flagged due to: distinct accounts from same source IP (1h) (10.0 accounts, SHAP +3.79); unrecognized device fingerprint (SHAP +1.54); authentication failed (SHAP +1.04)"
0e48206c-0f6,user_0078,user,2026-06-01 06:00:22,api_gateway_orders,12.75.29.28,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999946,"Flagged due to: distinct accounts from same source IP (1h) (5.0 accounts, SHAP +3.14); unrecognized device fingerprint (SHAP +1.51); authentication failed (SHAP +0.93)"
bd68c6b5-52e,svc_009,service_account,2026-06-07 20:00:30,print_server,51.20.66.139,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999946,"Flagged due to: distinct accounts from same source IP (1h) (6.0 accounts, SHAP +3.04); unrecognized device fingerprint (SHAP +1.53); authentication failed (SHAP +0.82)"
93a0fe2f-1cd,svc_024,service_account,2026-06-01 06:00:02,device_fn_telemetry_push,12.75.29.28,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999946,"Flagged due to: unrecognized device fingerprint (SHAP +2.07); deviation from entity's typical session length (-3.0 std devs, SHAP +1.63); authentication failed (SHAP +1.15)"
ad1441cd-39c,user_0003,user,2026-05-26 22:01:45,admin_panel_iam,60.148.25.34,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999946,"Flagged due to: distinct accounts from same source IP (1h) (13.0 accounts, SHAP +3.13); unrecognized device fingerprint (SHAP +1.51); authentication failed (SHAP +0.94)"
da251f5c-424,user_0000,user,2026-06-25 04:00:10,source_repo_backend,222.142.10.187,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999946,"Flagged due to: distinct accounts from same source IP (1h) (2.0 accounts, SHAP +3.76); unrecognized device fingerprint (SHAP +1.56); authentication failed (SHAP +1.04)"
b75a55c3-7aa,user_0008,user,2026-05-15 05:01:00,device_fn_firmware_update,192.243.201.170,anomaly_credential_stuffing,anomaly_credential_stuffing,0.99999946,"Flagged due to: distinct accounts from same source IP (1h) (3.0 accounts, SHAP +3.89); unrecognized device fingerprint (SHAP +1.54); authentication failed (SHAP +1.05)"
